"token","layer","documented","type","nameZh","nameEn","descriptionZh","descriptionEn","defaultValue","darkValue","compactValue","darkCompactValue","sourceUrl"
"cyan-5","runtime-computed","false","string","","","","","#36cfc9","#138585","#36cfc9","#138585","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan-6","runtime-computed","false","string","","","","","#13c2c2","#13a8a8","#13c2c2","#13a8a8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan-7","runtime-computed","false","string","","","","","#08979c","#33bcb7","#08979c","#33bcb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan-8","runtime-computed","false","string","","","","","#006d75","#58d1c9","#006d75","#58d1c9","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan-9","runtime-computed","false","string","","","","","#00474f","#84e2d8","#00474f","#84e2d8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan1","runtime-computed","false","string","","","","","#e6fffb","#112123","#e6fffb","#112123","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan10","runtime-computed","false","string","","","","","#002329","#b2f1e8","#002329","#b2f1e8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan2","runtime-computed","false","string","","","","","#b5f5ec","#113536","#b5f5ec","#113536","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan3","runtime-computed","false","string","","","","","#87e8de","#144848","#87e8de","#144848","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan4","runtime-computed","false","string","","","","","#5cdbd3","#146262","#5cdbd3","#146262","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan5","runtime-computed","false","string","","","","","#36cfc9","#138585","#36cfc9","#138585","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan6","runtime-computed","false","string","","","","","#13c2c2","#13a8a8","#13c2c2","#13a8a8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan7","runtime-computed","false","string","","","","","#08979c","#33bcb7","#08979c","#33bcb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan8","runtime-computed","false","string","","","","","#006d75","#58d1c9","#006d75","#58d1c9","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyan9","runtime-computed","false","string","","","","","#00474f","#84e2d8","#00474f","#84e2d8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyanActive","runtime-computed","false","string","","","","","#08979c","#33bcb7","#08979c","#33bcb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"cyanHover","runtime-computed","false","string","","","","","#36cfc9","#138585","#36cfc9","#138585","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"dropShadowPopover","runtime-computed","false","string","","","","","drop-shadow(0 6px 16px rgba(0,0,0,0.08)) drop-shadow(0 3px 6px rgba(0,0,0,0.12)) drop-shadow(0 9px 28px rgba(0,0,0,0.05))","drop-shadow(0 6px 16px rgba(255,255,255,0.016)) drop-shadow(0 3px 6px rgba(255,255,255,0.024)) drop-shadow(0 9px 28px rgba(255,255,255,0.010000000000000002))","drop-shadow(0 6px 16px rgba(0,0,0,0.08)) drop-shadow(0 3px 6px rgba(0,0,0,0.12)) drop-shadow(0 9px 28px rgba(0,0,0,0.05))","drop-shadow(0 6px 16px rgba(255,255,255,0.016)) drop-shadow(0 3px 6px rgba(255,255,255,0.024)) drop-shadow(0 9px 28px rgba(255,255,255,0.010000000000000002))","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"focusOutline","seed","true","boolean","聚焦描边","Focus Outline","用于配置组件聚焦时是否显示可见描边","Used to configure whether components show a visible outline when focused","true","true","true","true","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"fontFamily","seed","true","string","字体","Font family for default text","Ant Design 的字体家族中优先使用系统默认的界面字体，同时提供了一套利于屏显的备用字体库，来维护在不同平台以及浏览器的显示下，字体始终保持良好的易读性和可读性，体现了友好、稳定和专业的特性。","The font family of Ant Design prioritizes the default interface font of the system, and provides a set of alternative font libraries that are suitable for screen display to maintain the readability and readability of the font under different platforms and browsers, reflecting the friendly, stable and professional characteristics.","-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Arial,
'Noto Sans', sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol',
'Noto Color Emoji'","-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Arial,
'Noto Sans', sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol',
'Noto Color Emoji'","-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Arial,
'Noto Sans', sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol',
'Noto Color Emoji'","-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Arial,
'Noto Sans', sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol',
'Noto Color Emoji'","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"fontFamilyCode","seed","true","string","代码字体","Font family for code text","代码字体，用于 Typography 内的 code、pre 和 kbd 类型的元素","Code font, used for code, pre and kbd elements in Typography","'SFMono-Regular', Consolas, 'Liberation Mono', Menlo, Courier, monospace","'SFMono-Regular', Consolas, 'Liberation Mono', Menlo, Courier, monospace","'SFMono-Regular', Consolas, 'Liberation Mono', Menlo, Courier, monospace","'SFMono-Regular', Consolas, 'Liberation Mono', Menlo, Courier, monospace","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"fontHeight","runtime-computed","false","number","","","","","22","22","20","20","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"fontHeightLG","runtime-computed","false","number","","","","","24","24","22","22","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"fontHeightSM","runtime-computed","false","number","","","","","20","20","18","18","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"fontSize","seed","true","number","默认字号","Default Font Size","设计系统中使用最广泛的字体大小，文本梯度也将基于该字号进行派生。","The most widely used font size in the design system, from which the text gradient will be derived.","14","14","12","12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"fontSizeHeading1","map","true","string | number","一级标题字号","Font size of heading level 1","H1 标签所使用的字号","Font size of h1 tag.","38","38","32","32","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeHeading2","map","true","string | number","二级标题字号","Font size of heading level 2","h2 标签所使用的字号","Font size of h2 tag.","30","30","26","26","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeHeading3","map","true","string | number","三级标题字号","Font size of heading level 3","h3 标签使用的字号","Font size of h3 tag.","24","24","20","20","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeHeading4","map","true","string | number","四级标题字号","Font size of heading level 4","h4 标签使用的字号","Font size of h4 tag.","20","20","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeHeading5","map","true","string | number","五级标题字号","Font size of heading level 5","h5 标签使用的字号","Font size of h5 tag.","16","16","14","14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeIcon","alias","true","number","选择器、级联选择器等中的操作图标字体大小","Operation icon font size in Select, Cascader, etc.","控制选择器、级联选择器等中的操作图标字体大小。正常情况下与 fontSizeSM 相同。","Control the font size of operation icon in Select, Cascader, etc. Normally same as fontSizeSM.","12","12","10","10","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"fontSizeLG","map","true","number","","","大号字体大小","Large font size","16","16","14","14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeSM","map","true","number","","","小号字体大小","Small font size","12","12","10","10","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontSizeXL","map","true","number","","","超大号字体大小","Super large font size","20","20","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"fontWeightStrong","alias","true","number","标题类组件（如 h1、h2、h3）或选中项的字体粗细","Font weight for heading components (such as h1, h2, h3) or selected item","控制标题类组件（如 h1、h2、h3）或选中项的字体粗细。","Control the font weight of heading components (such as h1, h2, h3) or selected item.","600","600","600","600","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"geekblue","seed","true","color","预设geekblue颜色","Preset geekblue color","预设geekblue颜色","Preset geekblue color","#2F54EB","#2F54EB","#2F54EB","#2F54EB","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"geekblue-1","runtime-computed","false","string","","","","","#f0f5ff","#131629","#f0f5ff","#131629","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-10","runtime-computed","false","string","","","","","#030852","#d2e0fa","#030852","#d2e0fa","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-2","runtime-computed","false","string","","","","","#d6e4ff","#161d40","#d6e4ff","#161d40","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-3","runtime-computed","false","string","","","","","#adc6ff","#1c2755","#adc6ff","#1c2755","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-4","runtime-computed","false","string","","","","","#85a5ff","#203175","#85a5ff","#203175","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-5","runtime-computed","false","string","","","","","#597ef7","#263ea0","#597ef7","#263ea0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-6","runtime-computed","false","string","","","","","#2f54eb","#2b4acb","#2f54eb","#2b4acb","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-7","runtime-computed","false","string","","","","","#1d39c4","#5273e0","#1d39c4","#5273e0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-8","runtime-computed","false","string","","","","","#10239e","#7f9ef3","#10239e","#7f9ef3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue-9","runtime-computed","false","string","","","","","#061178","#a8c1f8","#061178","#a8c1f8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue1","runtime-computed","false","string","","","","","#f0f5ff","#131629","#f0f5ff","#131629","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue10","runtime-computed","false","string","","","","","#030852","#d2e0fa","#030852","#d2e0fa","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue2","runtime-computed","false","string","","","","","#d6e4ff","#161d40","#d6e4ff","#161d40","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue3","runtime-computed","false","string","","","","","#adc6ff","#1c2755","#adc6ff","#1c2755","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue4","runtime-computed","false","string","","","","","#85a5ff","#203175","#85a5ff","#203175","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue5","runtime-computed","false","string","","","","","#597ef7","#263ea0","#597ef7","#263ea0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue6","runtime-computed","false","string","","","","","#2f54eb","#2b4acb","#2f54eb","#2b4acb","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue7","runtime-computed","false","string","","","","","#1d39c4","#5273e0","#1d39c4","#5273e0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue8","runtime-computed","false","string","","","","","#10239e","#7f9ef3","#10239e","#7f9ef3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblue9","runtime-computed","false","string","","","","","#061178","#a8c1f8","#061178","#a8c1f8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblueActive","runtime-computed","false","string","","","","","#1d39c4","#5273e0","#1d39c4","#5273e0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"geekblueHover","runtime-computed","false","string","","","","","#597ef7","#263ea0","#597ef7","#263ea0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold","seed","true","color","预设gold颜色","Preset gold color","预设gold颜色","Preset gold color","#FAAD14","#FAAD14","#FAAD14","#FAAD14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"gold-1","runtime-computed","false","string","","","","","#fffbe6","#2b2111","#fffbe6","#2b2111","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-10","runtime-computed","false","string","","","","","#613400","#faedb5","#613400","#faedb5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-2","runtime-computed","false","string","","","","","#fff1b8","#443111","#fff1b8","#443111","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-3","runtime-computed","false","string","","","","","#ffe58f","#594214","#ffe58f","#594214","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-4","runtime-computed","false","string","","","","","#ffd666","#7c5914","#ffd666","#7c5914","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-5","runtime-computed","false","string","","","","","#ffc53d","#aa7714","#ffc53d","#aa7714","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-6","runtime-computed","false","string","","","","","#faad14","#d89614","#faad14","#d89614","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-7","runtime-computed","false","string","","","","","#d48806","#e8b339","#d48806","#e8b339","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-8","runtime-computed","false","string","","","","","#ad6800","#f3cc62","#ad6800","#f3cc62","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold-9","runtime-computed","false","string","","","","","#874d00","#f8df8b","#874d00","#f8df8b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold1","runtime-computed","false","string","","","","","#fffbe6","#2b2111","#fffbe6","#2b2111","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold10","runtime-computed","false","string","","","","","#613400","#faedb5","#613400","#faedb5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold2","runtime-computed","false","string","","","","","#fff1b8","#443111","#fff1b8","#443111","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold3","runtime-computed","false","string","","","","","#ffe58f","#594214","#ffe58f","#594214","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold4","runtime-computed","false","string","","","","","#ffd666","#7c5914","#ffd666","#7c5914","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold5","runtime-computed","false","string","","","","","#ffc53d","#aa7714","#ffc53d","#aa7714","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold6","runtime-computed","false","string","","","","","#faad14","#d89614","#faad14","#d89614","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold7","runtime-computed","false","string","","","","","#d48806","#e8b339","#d48806","#e8b339","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold8","runtime-computed","false","string","","","","","#ad6800","#f3cc62","#ad6800","#f3cc62","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"gold9","runtime-computed","false","string","","","","","#874d00","#f8df8b","#874d00","#f8df8b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"goldActive","runtime-computed","false","string","","","","","#d48806","#e8b339","#d48806","#e8b339","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"goldHover","runtime-computed","false","string","","","","","#ffc53d","#aa7714","#ffc53d","#aa7714","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green","seed","true","color","预设green颜色","Preset green color","预设green颜色","Preset green color","#52C41A","#52C41A","#52C41A","#52C41A","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"green-1","runtime-computed","false","string","","","","","#f6ffed","#162312","#f6ffed","#162312","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-10","runtime-computed","false","string","","","","","#092b00","#d5f2bb","#092b00","#d5f2bb","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-2","runtime-computed","false","string","","","","","#d9f7be","#1d3712","#d9f7be","#1d3712","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-3","runtime-computed","false","string","","","","","#b7eb8f","#274916","#b7eb8f","#274916","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-4","runtime-computed","false","string","","","","","#95de64","#306317","#95de64","#306317","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-5","runtime-computed","false","string","","","","","#73d13d","#3c8618","#73d13d","#3c8618","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-6","runtime-computed","false","string","","","","","#52c41a","#49aa19","#52c41a","#49aa19","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-7","runtime-computed","false","string","","","","","#389e0d","#6abe39","#389e0d","#6abe39","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-8","runtime-computed","false","string","","","","","#237804","#8fd460","#237804","#8fd460","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green-9","runtime-computed","false","string","","","","","#135200","#b2e58b","#135200","#b2e58b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green1","runtime-computed","false","string","","","","","#f6ffed","#162312","#f6ffed","#162312","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green10","runtime-computed","false","string","","","","","#092b00","#d5f2bb","#092b00","#d5f2bb","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green2","runtime-computed","false","string","","","","","#d9f7be","#1d3712","#d9f7be","#1d3712","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green3","runtime-computed","false","string","","","","","#b7eb8f","#274916","#b7eb8f","#274916","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green4","runtime-computed","false","string","","","","","#95de64","#306317","#95de64","#306317","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green5","runtime-computed","false","string","","","","","#73d13d","#3c8618","#73d13d","#3c8618","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green6","runtime-computed","false","string","","","","","#52c41a","#49aa19","#52c41a","#49aa19","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green7","runtime-computed","false","string","","","","","#389e0d","#6abe39","#389e0d","#6abe39","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green8","runtime-computed","false","string","","","","","#237804","#8fd460","#237804","#8fd460","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"green9","runtime-computed","false","string","","","","","#135200","#b2e58b","#135200","#b2e58b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"greenActive","runtime-computed","false","string","","","","","#389e0d","#6abe39","#389e0d","#6abe39","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"greenHover","runtime-computed","false","string","","","","","#73d13d","#3c8618","#73d13d","#3c8618","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime","seed","true","color","预设lime颜色","Preset lime color","预设lime颜色","Preset lime color","#A0D911","#A0D911","#A0D911","#A0D911","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"lime-1","runtime-computed","false","string","","","","","#fcffe6","#1f2611","#fcffe6","#1f2611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-10","runtime-computed","false","string","","","","","#254000","#f0fab5","#254000","#f0fab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-2","runtime-computed","false","string","","","","","#f4ffb8","#2e3c10","#f4ffb8","#2e3c10","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-3","runtime-computed","false","string","","","","","#eaff8f","#3e4f13","#eaff8f","#3e4f13","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-4","runtime-computed","false","string","","","","","#d3f261","#536d13","#d3f261","#536d13","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-5","runtime-computed","false","string","","","","","#bae637","#6f9412","#bae637","#6f9412","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-6","runtime-computed","false","string","","","","","#a0d911","#8bbb11","#a0d911","#8bbb11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-7","runtime-computed","false","string","","","","","#7cb305","#a9d134","#7cb305","#a9d134","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-8","runtime-computed","false","string","","","","","#5b8c00","#c9e75d","#5b8c00","#c9e75d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime-9","runtime-computed","false","string","","","","","#3f6600","#e4f88b","#3f6600","#e4f88b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime1","runtime-computed","false","string","","","","","#fcffe6","#1f2611","#fcffe6","#1f2611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime10","runtime-computed","false","string","","","","","#254000","#f0fab5","#254000","#f0fab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime2","runtime-computed","false","string","","","","","#f4ffb8","#2e3c10","#f4ffb8","#2e3c10","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime3","runtime-computed","false","string","","","","","#eaff8f","#3e4f13","#eaff8f","#3e4f13","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime4","runtime-computed","false","string","","","","","#d3f261","#536d13","#d3f261","#536d13","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime5","runtime-computed","false","string","","","","","#bae637","#6f9412","#bae637","#6f9412","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime6","runtime-computed","false","string","","","","","#a0d911","#8bbb11","#a0d911","#8bbb11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
